date,Days Type,Daily,Weekly,Monthly,FIrstDayofmonth,LastDayoftheMonth,WeekNum,WeekName
12/7/2018,Working days,1,5,7,12/3/2018,11/30/2018,49,Friday
12/8/2018,Working days,0,0,0,12/3/2018,11/30/2018,49,Saturday
12/9/2018,Working days,0,0,0,12/3/2018,11/30/2018,50,Sunday
12/10/2018,Working days,1,1,10,12/3/2018,11/30/2018,50,Monday
12/11/2018,Working days,1,2,11,12/3/2018,11/30/2018,50,Tuesday
12/12/2018,Working days,1,3,12,12/3/2018,11/30/2018,50,Wednesday
12/13/2018,Working days,1,4,13,12/3/2018,11/30/2018,50,Thursday
12/14/2018,Working days,1,5,14,12/3/2018,11/30/2018,50,Friday
12/15/2018,Working days,0,0,0,12/3/2018,11/30/2018,50,Saturday
12/16/2018,Working days,0,0,0,12/3/2018,11/30/2018,51,Sunday
12/17/2018,Working days,1,1,17,12/3/2018,11/30/2018,51,Monday
12/18/2018,Working days,1,2,18,12/3/2018,11/30/2018,51,Tuesday
12/19/2018,Working days,1,3,19,12/3/2018,11/30/2018,51,Wednesday
12/20/2018,Working days,1,4,20,12/3/2018,11/30/2018,51,Thursday
12/21/2018,Working days,1,5,21,12/3/2018,11/30/2018,51,Friday
12/22/2018,Working days,0,0,0,12/3/2018,11/30/2018,51,Saturday
12/23/2018,Working days,0,0,0,12/3/2018,11/30/2018,52,Sunday
12/24/2018,Working days,1,1,24,12/3/2018,11/30/2018,52,Monday
12/25/2018,Working days,1,2,25,12/3/2018,11/30/2018,52,Tuesday
12/26/2018,Working days,1,3,26,12/3/2018,11/30/2018,52,Wednesday
12/27/2018,Working days,1,4,27,12/3/2018,11/30/2018,52,Thursday
12/28/2018,Working days,1,5,28,12/3/2018,11/30/2018,52,Friday
12/29/2018,Working days,0,0,0,12/3/2018,11/30/2018,52,Saturday
12/30/2018,Working days,0,0,0,12/3/2018,11/30/2018,53,Sunday
12/31/2018,Working days,1,1,31,12/3/2018,11/30/2018,53,Monday
